Blancas,Negras,Result,ECO,Opening
susanamar1,Spock1995,1-0,C00,French Defense: King's Indian Attack
susanamar1,jugandorapidito,0-1,C00,French Defense: King's Indian Attack
BerserkerGambit,susanamar1,1-0,C70,"Ruy Lopez: Morphy Defense, Cozio Defense"
lisyender,susanamar1,0-1,B02,Alekhine Defense: Scandinavian Variation
susanamar1,gustavo95,1-0,C00,French Defense: King's Indian Attack
jorgedibe,susanamar1,0-1,C51,"Italian Game: Evans Gambit, Anderssen Variation, Cordel Line"
susanamar1,MasterMu25,1/2-1/2,B33,Sicilian Defense: Lasker-Pelikan Variation
susanamar1,CarlosJoseMendoza,1-0,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
Tematico,susanamar1,1-0,A24,"English : King's English Variation, Two Knights Variation, Fianchetto Line"
susanamar1,kingdomcrusher,1-0,B40,Sicilian Defense: Four Knights Variation
willygalleta,susanamar1,0-1,A48,London System
susanamar1,miguelsimancas30,1/2-1/2,C40,Gunderam Defense
Empire22,susanamar1,0-1,C54,"Italian Game: Classical Variation, Greco Gambit, Main Line"
foreignaffairs,susanamar1,0-1,C45,Scotch Game: Mieses Variation
susanamar1,Alekhine571,0-1,C47,"Four Knights Game: Scotch Variation, Belgrade Gambit"
Empire22,susanamar1,1/2-1/2,C54,"Italian Game: Classical Variation, Greco Gambit, Main Line"
susanamar1,ChessCoach2416,0-1,B50,Sicilian Defense: Modern Variations
luysMoreno,susanamar1,0-1,C45,Scotch Game: Schmidt Variation
susanamar1,Darwinemanuel,1-0,B10,Caro-Kann Defense: Breyer Variation
angelgab,susanamar1,0-1,-1,-1
REDUNZL,susanamar1,1-0,C31,King's Gambit Declined: Falkbeer Countergambit Accepted
MIGUELMASLAND,susanamar1,1-0,A48,East Indian Defense
Freiheitskaempfer,susanamar1,1-0,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
susanamar1,Danirod,1-0,-1,-1
susanamar1,JurgenAkiva,1-0,-1,-1
Guarico04,susanamar1,0-1,-1,-1
susanamar1,ameliawfm,1-0,-1,-1
TEOHS,susanamar1,0-1,-1,-1
susanamar1,DrTactico,1-0,-1,-1
susanamar1,ErnestoRondon,1-0,-1,-1
perdomod,susanamar1,1-0,-1,-1
Limerencia,susanamar1,1-0,-1,-1
lichess AI level 1,susanamar1,0-1,A00,Valencia
susanamar1,lichess AI level 1,1-0,D00,Queen's Pawn Game: Mason Attack
susanamar1,lichess AI level 2,0-1,A00,Gedult's
susanamar1,Tondar20202020,1-0,B02,Alekhine Defense: Marczy Variation
susanamar1,PierrotFace,1-0,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit
StigKM,susanamar1,1/2-1/2,A00,Mieses
UptownExpress,susanamar1,1-0,C21,Danish Gambit Declined: Sorensen Defense
GuruCardona,susanamar1,0-1,A52,"Indian Defense: Budapest Defense, Adler Variation"
susanamar1,UptownExpress,1/2-1/2,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit
susanamar1,Fidai,1-0,C00,French Defense: King's Indian Attack
jesiahmendoza,susanamar1,1-0,A05,Zukertort : Double Fianchetto Attack
susanamar1,carlosh999,1-0,B02,Alekhine Defense: Marczy Variation
susanamar1,ham_ham77,0-1,C00,French Defense: King's Indian Attack
monsienne,susanamar1,1-0,A04,Zukertort : Kingside Fianchetto
