Blancas,Negras,Result,ECO,Opening
vankwaadtoterger,mnmassari,1/2-1/2,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation"
joeygayuma1983,mnmassari,0-1,B50,Sicilian Defense: Delayed Alapin
mnmassari,Lionking21,0-1,D90,Grnfeld Defense: Three Knights Variation
mnmassari,trainingaccount33,0-1,D18,"Slav Defense: Czech Variation, Classical System"
AshishChhipa,mnmassari,0-1,E60,"King's Indian Defense: Semi-Classical Variation, Benoni Variation"
mnmassari,Mrextreme2_kk,1-0,D43,Semi-Slav Defense
Rookie2018,mnmassari,1-0,D00,Queen's Pawn Game: Chigorin Variation
Michal_Cerny,mnmassari,1-0,B50,Sicilian Defense
mnmassari,Phoenixchess2009,0-1,D40,Queen's Gambit Declined: Semi-Tarrasch Defense
SchachfreundBurg,mnmassari,0-1,B00,Pirc Defense
mnmassari,Gouaches,0-1,A40,English Defense
FISCHERKING1,mnmassari,0-1,B95,Sicilian Defense: Najdorf Variation
chingiz45,mnmassari,0-1,B00,Pirc Defense
mnmassari,sansechess,0-1,A80,Dutch Defense
baktyuk,mnmassari,0-1,B20,Sicilian Defense: Lasker-Dunne Attack
Nemo2012,mnmassari,0-1,B23,Sicilian Defense: Closed
mnmassari,vtop96,0-1,D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense"
mnmassari,Dr-Wangenheim,1-0,D04,"Queen's Pawn Game: Colle System, Anti-Colle"
Clubmeister,mnmassari,0-1,D11,Slav Defense: Quiet Variation
aethereous,mnmassari,0-1,B50,Sicilian Defense
mnmassari,Buratino11,1-0,D04,Queen's Pawn Game: Colle System
Eder-Borrero,mnmassari,0-1,B90,"Sicilian Defense: Scheveningen Variation, English Attack"
mnmassari,Giomar7,0-1,D16,Slav Defense: Alapin Variation
mnmassari,WildHuntKing,0-1,D15,Slav Defense: Three Knights Variation
mnmassari,JonoBKD_PCTR,1-0,D15,Slav Defense: Schlechter Variation
Gorto19781,mnmassari,0-1,B07,Pirc Defense: Chinese Variation
mnmassari,StenioVargas,1-0,E67,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto"
Samurai24,mnmassari,0-1,B50,"Sicilian Defense: Modern Variations, Tartakower"
hengui,mnmassari,0-1,B50,Sicilian Defense
mnmassari,hengui,1-0,E91,King's Indian Defense: Orthodox Variation
ahmedta7a,mnmassari,1-0,B07,Pirc Defense: Byrne Variation
mnmassari,CaminantePlus,1-0,A40,Horwitz Defense
Rachid-chess,mnmassari,0-1,B50,Sicilian Defense: Delayed Alapin
Thekingreborn,mnmassari,1-0,D05,Rubinstein : Classical Defense
mnmassari,MarcoSamuel,0-1,D43,Semi-Slav Defense
mnmassari,IgorSL,1-0,D37,Queen's Gambit Declined: Three Knights Variation
Ardda,mnmassari,0-1,B08,Pirc Defense: Classical Variation
fatihteke,mnmassari,0-1,B20,Sicilian Defense: Snyder Variation
mnmassari,Darwin198,1-0,B23,"Sicilian Defense: Closed, Traditional"
mnmassari,Indiandinglingling,1-0,D04,"Queen's Pawn Game: Colle System, Anti-Colle"
mnmassari,noroleplayer,0-1,D02,Queen's Pawn Game: Zukertort Variation
abdosomoff,mnmassari,0-1,A41,Queen's Pawn Game
Torven,mnmassari,1-0,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation"
lbeethoven,mnmassari,1-0,B50,Sicilian Defense
mnmassari,Dark_leksa,1-0,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
mnmassari,Victtor13,0-1,A45,Indian Defense
mnmassari,ariyoseun,0-1,A40,Englund Gambit Declined: Reversed Krebs
kurangspasi,mnmassari,1-0,B21,Sicilian Defense: Smith-Morra Gambit
bramami,mnmassari,1-0,D00,Queen's Pawn Game: Mason Variation
dmafra,mnmassari,1-0,C50,Italian Game
mnmassari,Tantalus,0-1,A43,Benoni Defense: Old Benoni
Ercen11,mnmassari,0-1,C20,Center Game
mnmassari,ElsuperRODRI,1/2-1/2,D11,Slav Defense: Quiet Variation
mnmassari,Michel_ajedrez810315,0-1,D24,Queen's Gambit Accepted: Showalter Variation
LydiaNight,mnmassari,0-1,E81,"King's Indian Defense: Smisch Variation, Normal Defense"
mnmassari,sinulinggaB,1-0,D05,Queen's Pawn Game: Colle System
mnmassari,mgut1,1-0,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
milkblob,mnmassari,0-1,B52,"Sicilian Defense: Canal Attack, Main Line"
severinob,mnmassari,1-0,A40,Horwitz Defense
mnmassari,herreo31,0-1,E10,Tarrasch Defense: Symmetrical Variation
mnmassari,PericlesLima,0-1,A46,Old Indian Defense: Czech Variation
mnmassari,ozoadibe,0-1,D46,Semi-Slav Defense: Chigorin Defense
jechunov,mnmassari,0-1,C00,Rat Defense: Small Center Defense
mnmassari,pedroeldoca,1-0,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
