Blancas,Negras,Result,ECO,Opening
mherize,Rjpc,1-0,B73,"Sicilian Defense: Dragon Variation, Classical Variation"
juliocolivetgamboa,Rjpc,0-1,A34,"English : Symmetrical Variation, Normal Variation"
Rjpc,vladsuar,1-0,B27,"Pterodactyl Defense: Western, Rhamphorhynchus"
Rjpc,Reifer,0-1,B02,Alekhine Defense: Scandinavian Variation
Gian78,Rjpc,0-1,A04,Zukertort : Sicilian Invitation
vladsuar,Rjpc,0-1,A00,Grob
Rjpc,Gian78,0-1,B10,Caro-Kann Defense
Rjpc,franblu,0-1,B90,"Sicilian Defense: Najdorf Variation, Lipnitsky Attack"
jchh,Rjpc,1-0,B70,Sicilian Defense: Dragon Variation
Rjpc,AlanJeremias,1-0,C48,Four Knights Game: Spanish Variation
DanielBarreto,Rjpc,1-0,A04,Zukertort : Sicilian Invitation
vladsuar,Rjpc,0-1,A00,Grob
Rjpc,Reifer,1-0,A05,Zukertort : Lemberger Gambit
Rjpc,AbrilEspinoza,1-0,C46,Three Knights
Rjpc,AlanJeremias,1-0,C48,Four Knights Game: Spanish Variation
DanielBarreto,Rjpc,1-0,A04,Zukertort : Sicilian Invitation
Rjpc,Gian78,0-1,B13,Caro-Kann Defense: Exchange Variation
vladsuar,Rjpc,1-0,A00,Grob
mherize,Rjpc,1-0,B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line"
Rjpc,AbrilEspinoza,1-0,C46,Three Knights
douglasabreu,Rjpc,0-1,B20,Sicilian Defense: Wing Gambit
Rjpc,mherize,0-1,B30,Sicilian Defense: Old Sicilian
Rjpc,Lego77,1-0,B10,Caro-Kann Defense
AbrilEspinoza,Rjpc,0-1,B72,"Sicilian Defense: Dragon Variation, Classical Variation"
Jacksi_guada,Rjpc,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
Rjpc,Junior28,0-1,-1,-1
vladsuar,Rjpc,0-1,-1,-1
Rjpc,Jacksi_guada,0-1,C42,Russian Game: Three Knights Game
Samurapidchess,Rjpc,1-0,B00,King's Pawn
Cesar-garbino,Rjpc,1-0,B50,Sicilian Defense: Modern Variations
Rjpc,eliezer0427,1-0,B02,Alekhine Defense: Scandinavian Variation
Paulingpompa,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,ArmandoZanella16,1-0,C48,Four Knights Game: Spanish Variation
Rjpc,Chinolo,0-1,A06,Zukertort : Tennison Gambit
Carlos_Beltran,Rjpc,0-1,B50,Sicilian Defense: Modern Variations
Rjpc,Chinolo,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
Juliocesar38,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,moiseslopez,0-1,B40,Sicilian Defense: Delayed Alapin Variation
zeuz60,Rjpc,1-0,A34,"English : Symmetrical Variation, Normal Variation"
Rjpc,Bomm31,0-1,B27,Sicilian Defense: Hyperaccelerated Dragon
Rjpc,FREDDYJESUS,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
ssbt20,Rjpc,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
alfilclavado,Rjpc,0-1,-1,-1
Rjpc,Dynnaaleirbag,0-1,C48,"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted"
esfbllanerosoy,Rjpc,0-1,B21,Sicilian Defense: McDonnell Attack
Rjpc,ssbt20,0-1,B50,Sicilian Defense: Delayed Alapin
Rjpc,Venechamo,0-1,C48,"Four Knights Game: Spanish Variation, Classical Variation"
fercode88,Rjpc,1/2-1/2,B50,Sicilian Defense: Modern Variations
juno672,Rjpc,1-0,A01,Nimzo-Larsen Attack: English Variation
Rjpc,tough_defender,1-0,C46,Three Knights
Fenrill,Rjpc,1-0,B50,Sicilian Defense: Delayed Alapin
ChoszcznoWarrior,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Abraham_chess,1-0,B10,Caro-Kann Defense
Rjpc,pomegranates,1-0,B13,Caro-Kann Defense: Exchange Variation
vmtrinka,Rjpc,1-0,A00,Kdas
Rjpc,AZOUL,1-0,B50,Sicilian Defense
bangag24,Rjpc,0-1,B20,Sicilian Defense
Juansuarez18,Rjpc,1-0,A43,Benoni Defense: Benoni Gambit Accepted
Rjpc,eliezer0427,0-1,B02,Alekhine Defense: Scandinavian Variation
GuerreroH2,Rjpc,0-1,A56,Benoni Defense: Hromdka System
Rjpc,puntadeleste,0-1,B06,Modern Defense: Two Knights Variation
luyed4,Rjpc,1-0,B23,Sicilian Defense: Closed
Rjpc,GuilleProChess,0-1,B01,Scandinavian Defense
eliezer0427,Rjpc,0-1,B20,Sicilian Defense: Bowdler Attack
atenea-jm,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,trinitybang,0-1,C01,French Defense: Exchange Variation
Rjpc,gersoncastaneda,1-0,C48,Four Knights Game: Ranken Variation
josecerna,Rjpc,1-0,B20,Sicilian Defense: Staunton-Cochrane Variation
Rjpc,utyman,1-0,B10,Caro-Kann Defense
Jfospina17,Rjpc,1-0,B53,Sicilian Defense: Chekhover Variation
Rjpc,RicardoRojas2001,0-1,A06,Zukertort : Tennison Gambit
Rjpc,sunmoon19,0-1,C46,Three Knights
guilty93,Rjpc,1-0,A56,Benoni Defense: Hromdka System
Rjpc,caraoz,0-1,B08,Pirc Defense: Classical Variation
Tavini,Rjpc,0-1,A00,Polish : Karniewski Variation
jchh,Rjpc,1-0,B21,Sicilian Defense: Smith-Morra Gambit
franblu,Rjpc,0-1,B20,Sicilian Defense: Bowdler Attack
Rjpc,jchh,1-0,B00,St. George Defense
Lego77,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,cjop2,1-0,C49,Four Knights Game: Double Spanish
Rjpc,FREDDYJESUS,1/2-1/2,B01,Scandinavian Defense: Main Line
Rjpc,susanamar1,0-1,C49,Four Knights Game: Double Spanish
gilaryaraujo12,Rjpc,1-0,B70,Sicilian Defense: Dragon Variation
vladsuar,Rjpc,1/2-1/2,A00,Grob
Rjpc,Yose_Carrasco,0-1,C00,French Defense: Knight Variation
Cacho22,Rjpc,1-0,B70,"Sicilian Defense: Dragon Variation, Classical Variation"
Jacksi_guada,Rjpc,0-1,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
Rjpc,Lego77,0-1,B13,Caro-Kann Defense: Exchange Variation
Rjpc,Jacksi_guada,0-1,C42,Russian Game: Three Knights Game
cjop1,Rjpc,1-0,B52,"Sicilian Defense: Canal Attack, Main Line"
Rjpc,Jacksi_guada,0-1,C42,Russian Game: Three Knights Game
Rjpc,jab17,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
Yose_Carrasco,Rjpc,0-1,B72,Sicilian Defense: Dragon Variation
Lego77,Rjpc,1-0,A43,Benoni Defense: Old Benoni
oscarhernadez,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,cjop1,0-1,D00,Queen's Pawn Game
Rjpc,douglasabreu,0-1,C49,Four Knights Game: Double Spanish
AlanJeremias,Rjpc,1-0,B70,Sicilian Defense: Dragon Variation
moisesbastidas7822,Rjpc,0-1,A00,Hungarian : Sicilian Invitation
Rjpc,moisesbastidas7822,0-1,B95,Sicilian Defense: Najdorf Variation
