Blancas,Negras,Result,ECO,Opening
julicelemin,Abril_Espinoza,0-1,C28,"Vienna Game: Stanley Variation, Three Knights Variation"
Abril_Espinoza,Moorthattil,0-1,C00,French Defense: Knight Variation
VIAMRSH,Abril_Espinoza,1-0,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
Abril_Espinoza,Dalibor0,0-1,C50,Four Knights Game: Italian Variation
Abril_Espinoza,Ch3n4pie,1-0,B12,"Caro-Kann Defense: Advance Variation, Short Variation"
Abril_Espinoza,DMunk,1-0,B00,"Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted"
analiz__am,Abril_Espinoza,0-1,C50,Italian Game
marlinchess,Abril_Espinoza,1-0,D02,Queen's Pawn Game: Symmetrical Variation
Abril_Espinoza,MJSREVANTH,1-0,B10,Caro-Kann Defense
fercode88,Abril_Espinoza,1-0,B00,King's Pawn
Abril_Espinoza,JHOANGONZALEZ,0-1,C02,"French Defense: Advance Variation, Paulsen Attack"
Emiliosky,Abril_Espinoza,1-0,A49,Indian Defense: Przepiorka Variation
Abril_Espinoza,fercode88,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
Abril_Espinoza,Tomberlay,0-1,C50,Italian Game: Anti-Fried Liver Defense
JHOANGONZALEZ,Abril_Espinoza,1-0,C44,Scotch Game
Desmedido,Abril_Espinoza,0-1,B00,"Nimzowitsch Defense: Kennedy Variation, Keres Attack"
Abril_Espinoza,Tomberlay,0-1,C40,King's Pawn Game: McConnell Defense
Macha202,Abril_Espinoza,1-0,C34,King's Gambit Accepted: MacLeod Defense
elbbackk,Abril_Espinoza,1-0,A04,Zukertort
Abril_Espinoza,LaDamadelTablero,0-1,B08,Pirc Defense: Classical Variation
heberchess,Abril_Espinoza,1-0,B00,King's Pawn
Abril_Espinoza,Chena26,0-1,-1,-1
Abril_Espinoza,Tycobb64,0-1,-1,-1
Captainwillies,Abril_Espinoza,1-0,C34,King's Gambit Accepted: MacLeod Defense
dschmid,Abril_Espinoza,1-0,E61,King's Indian Defense: Semi-Classical Variation
dksaxena,Abril_Espinoza,0-1,C50,Italian Game: Hungarian Defense
Abril_Espinoza,hesham27,0-1,C41,Philidor Defense
