Blancas,Negras,Result,ECO,Opening
Oapinzong,Adiosabu23,0-1,A45,Queen's Pawn Game: Chigorin Variation
Adiosabu23,Luisa-Tapasco,1-0,C84,"Ruy Lopez: Closed, Martinez Variation"
Adiosabu23,DoValencia,1-0,B00,King's Pawn
StevenGiron,Adiosabu23,0-1,D00,Queen's Pawn Game: Levitsky Attack
Brandondanilo7,Adiosabu23,0-1,B20,"Sicilian Defense: Wing Gambit, Carlsbad Variation"
Adiosabu23,Felipe-Sanchez,1-0,C70,Ruy Lopez: Morphy Defense
Adiosabu23,PamelaGiraldo,1-0,C50,Italian Game
Adiosabu23,Juan_Jose_Castro,1-0,C40,King's Pawn Game: Busch-Gass Gambit
Adiosabu23,Juan-Jimenez,1-0,C40,King's Pawn Game: Busch-Gass Gambit
Adiosabu23,Alejandro2534,1-0,B01,Scandinavian Defense: Marshall Variation
marvinguev,Adiosabu23,1-0,C57,"Italian Game: Two Knights Defense, Fritz Variation"
Adiosabu23,santig8,0-1,D00,Queen's Pawn Game
Plattfuss,Adiosabu23,0-1,A06,Zukertort
fussi,Adiosabu23,0-1,D00,Queen's Pawn Game: Mason Variation
Adiosabu23,fussi,1-0,D04,"Queen's Pawn Game: Colle System, Anti-Colle"
fussi,Adiosabu23,0-1,B13,Caro-Kann Defense: Panov Attack
Adiosabu23,fussi,0-1,E46,Nimzo-Indian Defense: Normal Variation
Adiosabu23,klimkoj,0-1,E40,Nimzo-Indian Defense: Normal Line
riga1960,Adiosabu23,1-0,C10,French Defense: Rubinstein Variation
Adiosabu23,sina_iran,0-1,E70,King's Indian Defense: Normal Variation
Adiosabu23,Voinikonis_Nikita,1-0,D32,Tarrasch Defense
zsizsi99pecz,Adiosabu23,1-0,B15,Caro-Kann Defense: Tartakower Variation
MVPRodgers,Adiosabu23,1-0,B15,Caro-Kann Defense: Forgacs Variation
Betomarcico,Adiosabu23,1-0,B10,Caro-Kann Defense
Adiosabu23,ArmenAramian,0-1,D08,Queen's Gambit Declined: Albin Countergambit
Oracle23,Adiosabu23,0-1,A45,Blackmar-Diemer Gambit Declined: O'Kelly Defense
Adiosabu23,Darkside2021,0-1,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation"
Adiosabu23,SchachSchneider,0-1,A41,Modern Defense
Adiosabu23,Preliator_Victrix,1-0,A52,"Indian Defense: Budapest Defense, Adler Variation"
switcher68,Adiosabu23,0-1,B13,Caro-Kann Defense: Exchange Variation
Shaginyan_A,Adiosabu23,1-0,B53,Sicilian Defense: Chekhover Variation
Adiosabu23,MaLeKkoNihli,1/2-1/2,E70,King's Indian Defense: Normal Variation
positionaloldman,Adiosabu23,1-0,A13,English : Neo-Catalan
Chesstomioka,Adiosabu23,1-0,B15,Caro-Kann Defense: Tartakower Variation
Adiosabu23,DarthChewbacca,0-1,D08,"Queen's Gambit Declined: Albin Countergambit, Normal Line"
Mescalero81,Adiosabu23,0-1,B30,Sicilian Defense: Old Sicilian
Adiosabu23,dmitrijiiiGM,0-1,D01,Richter-Veresov Attack
Adiosabu23,ihmelnyk,1-0,A45,Indian Defense
RayHolt,Adiosabu23,0-1,A05,King's Indian Attack
Adiosabu23,Restrano,0-1,E54,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange at c4"
FleddyVanHelgie,Adiosabu23,1/2-1/2,A13,English : Agincourt Defense
Mettigel,Adiosabu23,1/2-1/2,B15,Caro-Kann Defense: Tartakower Variation
Adiosabu23,BoomerAangie,0-1,D10,Slav Defense
Oapinzong,Adiosabu23,0-1,D01,Rapport-Jobava System
