Blancas,Negras,Result,ECO,Opening
HookedOnRooks,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,bhadri_x,0-1,C02,"French Defense: Advance Variation, Lputian Variation"
hunter696,Monchosky,1-0,B08,Pirc Defense: Classical Variation
Monchosky,Ako_Si_Silent,0-1,B01,Scandinavian Defense
kartika8,Monchosky,1-0,A45,Indian Defense
Monchosky,saingerel16677,1-0,C02,French Defense: Advance Variation
Monchosky,Nukai1986,0-1,B06,Modern Defense
Nukai1986,Monchosky,1-0,A48,London System
Monchosky,VuyoLG,0-1,C41,Philidor Defense: Morphy Gambit
Monchosky,Nirdesh706,1-0,B00,Owen Defense
latinoeh,Monchosky,0-1,D94,"Grnfeld Defense: Three Knights Variation, Burille Variation"
Monchosky,wison,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Rojequiha,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
ProfReM,Monchosky,1-0,A16,"English : Anglo-Indian Defense, Queen's Knight Variation"
Monchosky,chirola009,1-0,C44,Scotch Game: Scotch Gambit
Holdenbandini,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Nightdrive,1-0,B21,Sicilian Defense: Smith-Morra Gambit
oraseanudaniel,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,sabalero_89,0-1,C02,"French Defense: Advance Variation, Euwe Variation"
topperjeff,Monchosky,0-1,B01,Scandinavian Defense: Portuguese Variation
Monchosky,Zanfra,1-0,C44,Scotch Game: Haxo Gambit
Monchosky,trumansto,0-1,C02,"French Defense: Advance Variation, Main Line"
Monchosky,edgardelrio,0-1,C44,Scotch Game: Haxo Gambit
dolfkar88,Monchosky,0-1,A01,Nimzo-Larsen Attack: Classical Variation
Ed2s,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
nicholas777,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,timangar,1-0,C44,Scotch Game: Haxo Gambit
normanrookwell,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,PeterPunter,1-0,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation"
PeterPunter,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Vitaliy_Grishcenko,0-1,C41,Philidor Defense: Morphy Gambit
Monchosky,Sherali_1961,1-0,C44,Scotch Game: Haxo Gambit
darkmo,Monchosky,1-0,D00,Queen's Pawn Game: Mason Variation
catfishpie,Monchosky,1-0,E76,King's Indian Defense: Four Pawns Attack
Monchosky,Romcio,1-0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
peoncaminante1,Monchosky,0-1,B01,Scandinavian Defense
Monchosky,Mossmonifere,1-0,C00,St. George Defense
apr442,Monchosky,0-1,E61,King's Indian Defense
Monchosky,IrinaKurkutova,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
ThingThatShouldNotBe,Monchosky,0-1,A00,Van Geet
Monchosky,Niaza,0-1,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation"
einjhel17,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,hasan_maksum,1-0,C44,Scotch Game: Benima Defense
Monchosky,Superman2006,0-1,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense"
tantofais,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
slehter,Monchosky,1-0,D92,"Grnfeld Defense: Three Knights Variation, Hungarian Attack"
Monchosky,goldmember4,0-1,B01,Scandinavian Defense
Monchosky,drewbirders,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation"
DjebbariZakaria,Monchosky,1-0,A09,Rti
Monchosky,Slava_Bruehl,1-0,C44,Scotch Game: Scotch Gambit
Monchosky,septian_EH,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Scheveningen Formation"
ericaldaya,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Jonardbulfa,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,semeador93,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Paulsen Formation"
altgovzen1985,Monchosky,1-0,B00,Pirc Defense
Don_Bariton,Monchosky,1-0,B01,Scandinavian Defense: Portuguese Variation
Monchosky,rosaerovent1,0-1,B00,Owen Defense
Monchosky,Senen,0-1,C44,Scotch Game: Scotch Gambit
P-H-Pearse,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
sealong,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Acaetano,1-0,C44,Scotch Game: Haxo Gambit
P1RU,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,ChaloF,0-1,B01,Scandinavian Defense
Monchosky,Malalala,0-1,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
graphenus,Monchosky,1-0,B09,Pirc Defense: Austrian Attack
stakys,Monchosky,1-0,A00,Hungarian
zmove,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,robi3215,1-0,C40,King's Pawn Game: McConnell Defense
peineta49,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Tchess2020,0-1,C43,"Russian Game: Modern Attack, Symmetrical Variation"
o_Odji,Monchosky,1-0,D00,Blackmar Gambit
Monchosky,siyahsefid2121,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,Spb_ns,1-0,C42,Russian Game: Italian Variation
Monchosky,Bad_News,0-1,B01,Scandinavian Defense
Monchosky,Bad_News,1-0,B01,Scandinavian Defense
Yuliardi790,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
joseorso,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Zhukov_Gueorgui,Monchosky,1-0,D94,"Grnfeld Defense: Three Knights Variation, Burille Variation"
wheredoyougo,Monchosky,1-0,B01,Scandinavian Defense: Portuguese Variation
Monchosky,sergeyru1984,1-0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
mosttoast,Monchosky,1-0,A03,Bird : Dutch Variation
Monchosky,Aizaz104,0-1,C41,Philidor Defense
Ray44,Monchosky,0-1,D00,Blackmar-Diemer Gambit: Pietrowsky Defense
Monchosky,Aim2win,1-0,B40,Sicilian Defense: Smith-Morra Gambit Deferred
Monchosky,GNx,0-1,C44,Scotch Game: Benima Defense
ERChess8,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,sicoman,1-0,C44,Scotch Game: Haxo Gambit
Monchosky,Zepol_Yur,1-0,C01,French Defense: Exchange Variation
Bien17751,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Chepeajedrez,1-0,C41,Philidor Defense: Morphy Gambit
f10r3n71n0,Monchosky,1-0,B01,Scandinavian Defense: Portuguese Variation
Monchosky,sthapukar321,1-0,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,Sonny86,1-0,B12,Caro-Kann Defense: Advance Variation
Sohail80,Monchosky,1-0,B01,Scandinavian Defense
Monchosky,thenikiscooking,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Monchosky,Leandro-Olivera,0-1,B21,Sicilian Defense: Smith-Morra Gambit
arqimidhi1,Monchosky,0-1,A45,Indian Defense
omarto123,Monchosky,1-0,B01,Scandinavian Defense
Monchosky,thesuricate,1-0,C41,Philidor Defense
Monchosky,Estoniano,0-1,B01,Scandinavian Defense
doddi_66,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
StevenBriquette,Monchosky,1-0,A20,"English : King's English Variation, Nimzowitsch Variation"
tunaybjk,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,ArtemusGordon,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,gcoltrinari,1-0,C02,"French Defense: Advance Variation, Main Line"
Monchosky,AminSaliani2004,1-0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
Romrbk,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Rodchess43,Monchosky,0-1,A00,Mieses
Monchosky,nor_man,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation"
Markassassin,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,KashifJ,1-0,C44,Scotch Game: Haxo Gambit
Monchosky,CCChessMain,0-1,C44,"Scotch Game: Scotch Gambit, London Defense"
Mailman999,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,Borern,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Holden_Caufield,Monchosky,1-0,A00,Van Geet
Monchosky,Dr_Mohamed_Elgazzar,0-1,B01,Scandinavian Defense
Mitos,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
teoclaudio,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,teoclaudio,1-0,C00,French Defense: Normal Variation
Michelrojas,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,bhavikkotak,1-0,B01,Scandinavian Defense
shekip,Monchosky,1-0,A45,Indian Defense
Monchosky,devils_reject,1-0,B00,Pirc Defense
dmoel,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
Monchosky,bahodirjumaev,1-0,C44,"Scotch Game: Scotch Gambit, Kingside Variation"
Monchosky,mohsenayad4,0-1,C44,Scotch Game: Haxo Gambit
ChessMikey,Monchosky,1-0,B01,Scandinavian Defense: Modern Variation
GlonnDiver,Monchosky,0-1,B01,"Scandinavian Defense: Modern Variation, Gipslis Variation"
Monchosky,GlonnDiver,1-0,B03,Alekhine Defense
hetman1111,Monchosky,0-1,A00,Van't Kruijs
Monchosky,manuelmlb,0-1,C41,Philidor Defense: Morphy Gambit
Monchosky,Edwin58,1-0,B01,Scandinavian Defense
Jupiterr54,Monchosky,1-0,B01,Scandinavian Defense
kipferl,Monchosky,0-1,A45,Trompowsky Attack
Monchosky,bakigezmis,0-1,C44,Scotch Game: Scotch Gambit
Monchosky,abelardomesa,1-0,B21,Sicilian Defense: Smith-Morra Gambit
khefren,Monchosky,0-1,B01,Scandinavian Defense: Modern Variation
Monchosky,Mergi,0-1,C42,Russian Game: Italian Variation
nowayhome,Monchosky,1-0,A45,Indian Defense
Monchosky,CaptainTsech,1-0,B21,Sicilian Defense: Smith-Morra Gambit
