Blancas,Negras,Result,ECO,Opening
oscarhernadez,Lusekelo,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
marciopessoa,oscarhernadez,1-0,B40,Sicilian Defense: Delayed Alapin Variation
ferriso,oscarhernadez,1-0,B41,"Sicilian Defense: Kan Variation, Marczy Bind, Rti Variation"
BeTheWinner7,oscarhernadez,1-0,B23,Sicilian Defense: Closed
oscarhernadez,Jitra,0-1,A04,Zukertort : Sicilian Invitation
oscarhernadez,ANDRI-KBPL,1-0,A46,Indian Defense: Spielmann-Indian
HideokunDK,oscarhernadez,1-0,A45,Trompowsky Attack
oscarhernadez,utopiachess1,1-0,A05,King's Indian Attack: Symmetrical Defense
Elpa345,oscarhernadez,0-1,B40,Sicilian Defense: French Variation
Batinas,oscarhernadez,0-1,E21,Nimzo-Indian Defense: Three Knights Variation
oscarhernadez,Begr88,0-1,A04,Zukertort
oscarhernadez,el_asesino_cuba,0-1,A08,Zukertort : Grnfeld Reversed
lil_edd1,oscarhernadez,1-0,A05,Zukertort : Nimzo-Larsen Variation
oscarhernadez,rodrigofranco,1-0,A04,Zukertort : Dutch Variation
rodrigofranco,oscarhernadez,1-0,B20,Sicilian Defense: Staunton-Cochrane Variation
oscarhernadez,wwmarcosww,1-0,A04,Zukertort : Kingside Fianchetto
Jugadorbisonio,oscarhernadez,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,A1234562,1-0,A96,"Dutch Defense: Classical Variation, Huisl Variation"
oscarhernadez,Gilbertov5555,0-1,A46,Indian Defense: Knights Variation
shahram_ab,oscarhernadez,0-1,A00,"Grob : Spike, Hurst Attack"
oscarhernadez,shahram_ab,1-0,A04,Zukertort : Queen's Gambit Invitation
shahram_ab,oscarhernadez,1/2-1/2,E20,Nimzo-Indian Defense
IYAN-R,oscarhernadez,1-0,E50,Nimzo-Indian Defense
oscarhernadez,inthegameog,1-0,A04,Zukertort : Slav Invitation
sammir,oscarhernadez,0-1,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,arghavani,1/2-1/2,A04,Zukertort : Queen's Gambit Invitation
oscarhernadez,SoulstarX,0-1,A04,Zukertort : Pirc Invitation
oscarhernadez,cogito_ergo_sum11,0-1,B32,Sicilian Defense: Kalashnikov Variation
Folkvangr,oscarhernadez,1/2-1/2,B20,Sicilian Defense: Staunton-Cochrane Variation
odisseasspb,oscarhernadez,0-1,B40,Sicilian Defense: Smith-Morra Gambit Deferred
oscarhernadez,Reiji37,0-1,B37,"Sicilian Defense: Accelerated Fianchetto, Marczy Bind"
oscarhernadez,luxe,0-1,B54,Sicilian Defense: Prins Variation
BerkNZaimov,oscarhernadez,1-0,E20,Nimzo-Indian Defense
Buy_4_Others,oscarhernadez,0-1,E21,Nimzo-Indian Defense: Three Knights Variation
Pandemiel,oscarhernadez,0-1,A46,"Torre Attack: Classical Defense, Nimzowitsch Variation"
oscarhernadez,jonx_1964,0-1,D02,Queen's Pawn Game: Zukertort Variation
oscarhernadez,GuerreroSaid_UTP,1-0,E17,Queen's Indian Defense: Euwe Variation
TwoKs,oscarhernadez,1-0,E11,Bogo-Indian Defense: Nimzowitsch Variation
oscarhernadez,angellofdeath,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
AbnerMoreno16,oscarhernadez,1-0,B20,Sicilian Defense: Bowdler Attack
oscarhernadez,KautoStar,1-0,A04,Zukertort : Kingside Fianchetto
CoachCurtis,oscarhernadez,0-1,B40,Sicilian Defense: Delayed Alapin Variation
oscarhernadez,Ali7044,1-0,A46,Indian Defense: Knights Variation
ed1105,oscarhernadez,1-0,A46,Indian Defense: Knights Variation
gabrielrobert7,oscarhernadez,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
Bohemian17,oscarhernadez,0-1,B41,Sicilian Defense: Kan Variation
oscarhernadez,piccolognafa,0-1,A04,Zukertort : Sicilian Invitation
oscarhernadez,CheKarloz,0-1,C02,"French Defense: Advance Variation, Paulsen Attack"
Divos,oscarhernadez,0-1,A17,"English : Anglo-Indian Defense, Hedgehog System"
oscarhernadez,TuncayAtamer,0-1,A46,Indian Defense: Wade-Tartakower Defense
